seed,seed_type,epoch,train_loss,train_recon_loss,train_cls_loss,val_loss,val_recon_loss,val_cls_loss,val_acc,val_precision,val_recall,val_f1,learning_rate
42,fixed
42,,1,1.2147192788124084,1.2148142766952514,0.0,-0.00022567495761904866,0.0,0.0,0.0,0.0,0.0,0.0,5e-05
42,,2,1.2144734001159667,1.2148238492012025,0.0,-0.00048031529877334833,0.0,0.0,0.0,0.0,0.0,0.0,4.9692208514878444e-05
42,,3,1.2142014741897582,1.2148042607307434,0.0,-0.0007302549784071743,0.0,0.0,0.0,0.0,0.0,0.0,4.877641290737884e-05
42,,4,1.910217306613922,1.2123250126838685,1.9109454941749573,0.2530342075559828,0.0,0.25376144382688737,0.9222614840989399,0.9025641025641026,0.9832402234636871,0.9411764705882353,4.72751631047092e-05
42,,5,1.617320806980133,1.2197556614875793,1.6180456471443176,0.16621656798654133,0.0,0.16693892826636633,0.9540636042402827,0.9368421052631579,0.994413407821229,0.964769647696477,4.522542485937369e-05
42,,6,1.5004515051841736,1.2149502730369568,1.5011717438697816,0.14019079340828788,0.0,0.14090875701771843,0.9611307420494699,0.9421052631578948,1.0,0.970189701897019,4.267766952966369e-05
42,,7,1.4545726037025453,1.2150645470619201,1.4552890706062316,0.10952323054273923,0.0,0.11023769072360462,0.9646643109540636,0.9470899470899471,1.0,0.9728260869565218,3.969463130731183e-05
42,,8,1.4442585968971253,1.214804322719574,1.4449714040756225,0.09509898929132356,0.0,0.09580972956286536,0.9646643109540636,0.9470899470899471,1.0,0.9728260869565218,3.634976249348867e-05
42,,9,1.405040261745453,1.2091833877563476,1.4057491874694825,0.08822855891452895,0.0,0.08893612606657876,0.9681978798586572,0.9521276595744681,1.0,0.9754768392370572,3.272542485937369e-05
42,,10,1.4104632425308228,1.2214809584617614,1.4111695075035096,0.08437266117996639,0.0,0.08507769989470641,0.9681978798586572,0.9521276595744681,1.0,0.9754768392370572,2.891086162600578e-05
42,,11,1.3767868208885192,1.2119346022605897,1.3774906754493714,0.08032870127095117,0.0,0.08103176930712329,0.9681978798586572,0.9521276595744681,1.0,0.9754768392370572,2.5000000000000005e-05
42,,12,1.3891467618942261,1.21464946269989,1.3898491525650025,0.07062187045812607,0.0,0.07132342374987072,0.9787985865724381,0.9675675675675676,1.0,0.9835164835164836,2.108913837399424e-05
42,,13,1.3653524231910705,1.2149321842193603,1.3660529923439027,0.07291490170690748,0.0,0.07361438870429993,0.9752650176678446,0.9623655913978495,1.0,0.9808219178082191,1.727457514062632e-05
42,,14,1.3766418051719667,1.2149291348457336,1.3773407196998597,0.07153042198883162,0.0,0.0722286490102609,0.9752650176678446,0.9623655913978495,1.0,0.9808219178082191,1.3650237506511335e-05
42,,15,1.3734013605117799,1.2127466654777528,1.3740988945961,0.06807344996680816,0.0,0.06877043274127775,0.9787985865724381,0.9675675675675676,1.0,0.9835164835164836,1.0305368692688178e-05
42,,16,1.3766557168960571,1.208507149219513,1.3773523783683777,0.06545670402960645,0.0,0.06615296492560042,0.9787985865724381,0.9675675675675676,1.0,0.9835164835164836,7.322330470336315e-06
