seed,seed_type,epoch,train_loss,train_recon_loss,train_cls_loss,val_loss,val_recon_loss,val_cls_loss,val_acc,val_precision,val_recall,val_f1,learning_rate
42,fixed
42,,1,1.21170108795166,1.21170108795166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-05
42,,2,1.2124586057662965,1.2124586057662965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.877641290737884e-05
42,,3,1.9680247282981873,1.2150578331947326,1.9680247282981873,0.3410690791077084,0.0,0.3410690791077084,0.8904593639575972,0.8523809523809524,1.0,0.9203084832904883,4.522542485937368e-05
42,,4,1.6655904603004457,1.2089893531799316,1.6655904603004457,0.22966942522260878,0.0,0.22966942522260878,0.9293286219081273,0.8994974874371859,1.0,0.9470899470899471,3.969463130731183e-05
42,,5,1.57994087934494,1.2091576743125916,1.57994087934494,0.17823432717058393,0.0,0.17823432717058393,0.9469964664310954,0.9226804123711341,1.0,0.9597855227882037,3.2725424859373684e-05
42,,6,1.5135841059684754,1.2124378633499147,1.5135841059684754,0.15841596076885858,0.0,0.15841596076885858,0.9540636042402827,0.9322916666666666,1.0,0.9649595687331537,2.4999999999999998e-05
42,,7,1.494656662940979,1.2156848955154418,1.494656662940979,0.1452946894698673,0.0,0.1452946894698673,0.9611307420494699,0.9421052631578948,1.0,0.970189701897019,1.7274575140626315e-05
42,,8,1.4832714009284973,1.2105661845207214,1.4832714009284973,0.13917874710427391,0.0,0.13917874710427391,0.9646643109540636,0.9470899470899471,1.0,0.9728260869565218,1.0305368692688173e-05
42,,9,1.4831776380538941,1.202353653907776,1.4831776380538941,0.13577539722124735,0.0,0.13577539722124735,0.9646643109540636,0.9470899470899471,1.0,0.9728260869565218,4.774575140626316e-06
42,,10,1.455899498462677,1.2081708574295045,1.455899498462677,0.13399630867772633,0.0,0.13399630867772633,0.9646643109540636,0.9470899470899471,1.0,0.9728260869565218,1.2235870926211614e-06
